fb_internal_id,fb_published_date,fb_title,fb_link,fb_description,likes,shares,comments,consumptions
301552756599088_1253624964725191,2017-01-22 16:30:01+01,Descubre el poder de las paradojas para cambiar actitudes,https://lamenteesmaravillosa.com/sabes-como-las-paradojas-pueden-cambiar-actitudes/,Las paradojas son figuras de pensamiento que consisten en emplear expresiones o frases que implican contradicción. ¿Cómo pueden influirnos?,899,576,9,12467
301552756599088_1253688598052161,2017-01-22 18:30:00+01,"Soy la misma de siempre, aunque no la de antes",https://lamenteesmaravillosa.com/la-misma-siempre-no-antes/,Vuelvo a ser la misma de siempre: alguien capaz de ilusionarse por la vida y que ha dejado de priorizar a otros hasta olvidar la propia identidad.,5165,2871,32,15909
301552756599088_1253664791387875,2017-01-22 20:30:00+01,El amor en los bebés es el mejor estímulo para formar vínculos afectivos,https://lamenteesmaravillosa.com/el-amor-en-los-bebes-es-el-mejor-estimulo-para-formar-vinculos-afectivos/,Los cuidados y el cariño que recibe el recién nacido de sus padres durante el primer año de vida es esencial para la creación de vínculos afectivos seguros.,3427,1774,49,7958
301552756599088_1254037718017249,2017-01-22 22:17:09+01,El don de las buenas personas está en los pequeños detalles - La Mente es Maravillosa,http://lamenteesmaravillosa.com/don-las-buenas-personas-esta-los-pequenos-detalles/,"Las buenas personas no llevan pancartas proclamando que lo son. Traen luz en su alma, aliento en sus ojos y son hábiles artesanas de dar felicidad.",13133,9976,102,38021
301552756599088_1253616484726039,2017-01-22 23:59:00+01,"Mi perro no es una mascota, es mi familia - La Mente es Maravillosa",https://lamenteesmaravillosa.com/perro-no-una-mascota-familia/,"El amor que ofrecen siempre es puro y altruista: a mi perro, a mi gato... no lo considero una mascota, sino parte esencial de mi familia.",6356,3087,82,9005
301552756599088_1253628431391511,2017-01-23 02:00:00+01,¿Pensar solo en ti mismo te vuelve miserable? - La Mente es Maravillosa,https://lamenteesmaravillosa.com/pensar-en-ti-mismo-te-vuelve-miserable/,"Quien solo puede pensar en sí mismo, fácilmente se llena de miedo y de rechazo hacia los demás. La solidaridad es evolución en los seres humanos.",2602,1546,21,9816
301552756599088_1254562481298106,2017-01-23 14:30:01+01,¿Conoces las dos caras de la pasión por el trabajo?,https://lamenteesmaravillosa.com/conoces-las-dos-caras-de-la-pasion-por-el-trabajo/,"En función de cómo la administremos, la pasión por el trabajo puede ser el mejor de los estimulantes o el más ponzoñoso de los venenos. ¿Qué es para ti?",198,115,4,2634
301552756599088_1254563037964717,2017-01-23 16:30:00+01,"Drones, brujas y otros objetos voladores para entender el terrorismo - La Mente es Maravillosa",https://lamenteesmaravillosa.com/drones-brujas-otros-objetos-voladores/,"Parece que el terrorismo sigue siendo un tabú del que nos cuesta mucho hablar pero, hasta que no lo hagamos con total libertad, vamos a cometer muchos errores y los mitos que lo rodean nos van a guiar por el peor camino posible. El antropólogo vasco Joseba Zulaika nos relata cómo las políticas de an...",127,44,3,1397
301552756599088_1254851907935830,2017-01-23 18:30:00+01,"Los hijos no se ""pierden"" en la calle, sino dentro de casa",https://lamenteesmaravillosa.com/hijos-no-se-pierden-calle-sino-casa/,"Los hijos no se ""pierden"" en la calle. De hecho, esa pérdida se inicia en el propio hogar con ese padre ausente, con esa madre siempre ocupada.",24865,54619,447,126476
301552756599088_1254976477923373,2017-01-23 20:30:00+01,"No le vas a olvidar, pero sí puedes reconstruir tu vida mientras tanto - La Mente es Maravillosa",https://lamenteesmaravillosa.com/no-le-vas-olvidar-puedes-reconstruir-vida-tanto/,Olvidar es difícil para quien tiene corazón pero es posible con el paso del tiempo. Lo importante es no olvidarnos de nosotros.,1855,804,31,12568
301552756599088_1255090617911959,2017-01-23 22:07:19+01,No corras detrás de alguien que ya sabe dónde estás - La Mente es Maravillosa,http://lamenteesmaravillosa.com/no-corras-detras-alguien-ya-sabe-donde-estas/,"Correr detrás de alguien que ya sabe dónde estás es lo mismo que correr sin destino, pues lo bonito de una relación es saber que estamos a la misma altura.",6545,3204,47,17706
301552756599088_1254472161307138,2017-01-23 23:59:00+01,"Madres e hijas: el vínculo que sana, el vínculo que hiere",https://lamenteesmaravillosa.com/madres-e-hijas-el-vinculo-que-sana-el-vinculo-que-hiere/,"Si algo debe quedarnos claro, es que siempre contendremos algo de nuestras madres. Un vínculo que sana, un vínculo que hiere.",7172,5854,111,33326
301552756599088_1254925541261800,2017-01-24 02:00:00+01,Megalomanía: ¿juegas a ser dios? - La Mente es Maravillosa,https://lamenteesmaravillosa.com/megalomania-juegas-dios/,¿Juegas a ser dios y crees que eres capaz de todo? ¿Tienes un concepto de ti muy elevado y optimista en exceso? Podría ser megalomanía,238,128,7,3151
301552756599088_1255760097845011,2017-01-24 14:30:01+01,Trasformar experiencias con inteligencia: fuente de emociones positivas,https://lamenteesmaravillosa.com/transformar-experiencias-con-inteligencia-fuente-de-emociones-positivas/,"Todos poseemos el poder de cambiar la interpretación que damos a las experiencias que nos ocurren. Eso es magia, la magia de transformar las experiencias.",1176,709,8,4679
301552756599088_1255761121178242,2017-01-24 16:30:01+01,Reconciliarte contigo mismo es el principio de todo - La Mente es Maravillosa,https://lamenteesmaravillosa.com/reconciliarte-contigo-principio/,"En principio, ser enemigo de ti mismo hace que tu vida tenga grandes limitaciones y que las relaciones con los demás estén marcadas por el conflicto.",3009,1676,16,8168
301552756599088_1255918007829220,2017-01-24 18:30:00+01,Hagamos como si fuéramos y acabaremos siendo,https://lamenteesmaravillosa.com/hagamos-fueramos-acabaremos-siendo/,Hagamos como si todo lo bueno ya nos abrazara para que nos alcance antes. Hagamos como si ya fuéramos felices para que nuestras emociones cambien.,2121,1208,20,6032
301552756599088_1255772004510487,2017-01-24 20:30:00+01,"El respeto se exige, la confianza se gana - La Mente es Maravillosa",https://lamenteesmaravillosa.com/el-respeto-se-exige-la-confianza-se-gana/,La confianza se gana poco a poco pero cuando se pierde es muy difícil volver a recuperar. Es la entrega más frágil que hacemos a los demás.,1360,714,15,3548
301552756599088_1255776334510054,2017-01-24 22:10:24+01,Hablarán de nosotras - La Mente es Maravillosa,https://lamenteesmaravillosa.com/hablaran-de-nosotras/,"Hagas lo que hagas, hablarán de ti. El libro hablarán de nosotras nos invita a ver el pecado desde otra óptica. Nosotras decidimos con cual nos quedamos.",364,118,7,2310
301552756599088_1255800881174266,2017-01-24 23:59:00+01,"No es lo que dices, sino cómo lo dices - La Mente es Maravillosa",https://lamenteesmaravillosa.com/no-lo-dices-sino-lo-dices/,"Lo que dices, y la forma como lo dices, genera percepciones y reacciones en las demás personas. ¿Realmente eres consciente de la forma en que te comunicas?",7791,5816,66,20516
301552756599088_1256289287792092,2017-01-25 02:00:00+01,"En mi vida quiero personas que sumen, no que resten - La Mente es Maravillosa",http://lamenteesmaravillosa.com/vida-quiero-personas-sumen-no-resten/,"Tu corazón es hermoso así, no permitas que las personas resten o dividan tu vida. Ama tu interior y mejórate cada día, pero no consientas perder tu esencia.",4828,2266,33,7264
301552756599088_1256873701066984,2017-01-25 14:30:01+01,Combatir la depresión es una forma de superar la pobreza - La Mente es Maravillosa,https://lamenteesmaravillosa.com/combatir-la-depresion-una-forma-superar-la-pobreza/,Muchos dicen que la pobreza conduce a la depresión. Parece ser más cierto lo contrario. Por eso es importante promover la inversión en salud mental.,1014,470,10,4227
301552756599088_1256882567732764,2017-01-25 16:30:00+01,¿Mis hijos adoptados se parecerán a mí? - La Mente es Maravillosa,https://lamenteesmaravillosa.com/mis-hijos-adoptados-se-pareceran/,"¿Mis hijos adoptados se parecerán a mi?, ¿es la biología más determinante que la educación que reciban?. En este artículo encontrarás las respuestas.",446,183,21,3790
301552756599088_1256885964399091,2017-01-25 18:30:00+01,Cuidado con la gente que ha sido herida: ya sabe cómo sobrevivir,https://lamenteesmaravillosa.com/cuidado-gente-herida-sabe-sobrevivir/,"Cuidado con la gente que ha sido herida, saben muy bien cómo sobrevivir, tienen la piel curtida en mil batallas y el corazón tras una armadura.",20230,15033,252,49600
301552756599088_1257182397702781,2017-01-25 20:30:00+01,Tu fuerza de voluntad no tiene límites - La Mente es Maravillosa,https://lamenteesmaravillosa.com/fuerza-de-voluntad-no-limites/,¿Tu fuerza de voluntad tiene o no tiene límites? Veamos la polémica creada por la ciencia según el estudio del Ego Depletion y sus críticos,950,431,7,2727
301552756599088_1257307591023595,2017-01-25 22:12:57+01,"Me gustan las personas que dejan huella, no cicatrices",http://lamenteesmaravillosa.com/me-gustan-las-personas-que-dejan-huella-no-cicatrices/,"Hay personas que entran en tu vida y lo cambian todo, personas por las que vale la pena parar, respirar y valorar. Valorar lo que realmente importa.",4684,2915,27,7526
301552756599088_1256889594398728,2017-01-25 23:59:00+01,Me enriquece la gente interesante no la interesada - La Mente es Maravillosa,https://lamenteesmaravillosa.com/me-enriquece-las-gente-interesante-no-la-interesada/,"Suele decirse que hay más gente interesada que interesante. La mía, mis amigos del corazón, son seres auténticos que enriquecen cada uno de mis momentos.",3940,2081,26,6462
301552756599088_1257187704368917,2017-01-26 02:00:00+01,7 consejos para afrontar la pérdida afectiva - La Mente es Maravillosa,https://lamenteesmaravillosa.com/7-consejos-afrontar-la-perdida-afectiva/,No hay fórmulas mágicas para afrontar una pérdida afectiva. Pero sí hay líneas de pensamiento que debes seguir para superar exitosamente esos duelos.,1268,871,12,12020
301552756599088_1257925727628448,2017-01-26 14:30:00+01,¿Eres tú la que te pones los obstáculos de los que nace el miedo? - La Mente es Maravillosa,https://lamenteesmaravillosa.com/la-te-pones-los-obstaculos-los-nace-miedo/,"A veces, los obstáculos de nuestra vida los ponemos nosotros mismos cuando nos centramos en las dudas y los errores, en lugar de lo que hemos logrado ya.",2362,1612,23,8379
301552756599088_1257926627628358,2017-01-26 16:30:00+01,Las paradojas y los mitos del amor romántico - La Mente es Maravillosa,https://lamenteesmaravillosa.com/las-paradojas-los-mitos-del-amor-romantico/,"El amor romántico está lleno de contradicciones y creencias poco realistas que pueden perjudicar nuestra relación de pareja, ¡descúbrelas para remediarlas!",319,172,8,5522
301552756599088_1258060340948320,2017-01-26 18:30:00+01,La edad nos enseña a ser más selectivos,https://lamenteesmaravillosa.com/la-edad-nos-vuelve-mas-selectivos/,"La edad nos vuelve más selectivos y hábiles a la hora de aplicar adecuados filtros de protección. Poco a poco caen los miedos, las inseguridades caducan.",10619,6717,93,20218
301552756599088_1257931034294584,2017-01-26 20:30:00+01,El tiempo: esa gota que se desliza y no podemos parar con la mirada,https://lamenteesmaravillosa.com/el-tiempo-esa-gota-que-se-desliza-y-no-podemos-parar-con-la-mirada/,"El tiempo sigue su cadencia y no lo puedes parar, igual que no puedes parar a las gotas que se deslizan por la ventana los días de lluvia intensa. Lo único que te queda es disfrutar del placer de aprovecharlo.",563,252,3,1728
301552756599088_1258307880923566,2017-01-26 22:03:45+01,7 cosas que mi perro me enseñó,http://lamenteesmaravillosa.com/7-cosas-perro-me-enseno/,Los animales pueden transmitirnos grandes lecciones y muchos valores. Descubre las 7 cosas que mi perro me enseñó en nuestro día a día juntos.,2637,1439,44,7795
301552756599088_1258151394272548,2017-01-26 23:59:00+01,"Quiéreme cuando menos lo merezca, porque será cuando más lo necesite",https://lamenteesmaravillosa.com/quiereme-cuando-menos-lo-merezca-porque-sera-cuando-mas-lo-necesite/,"Quiéreme y cuídame, porque cuando te fallo, también me fallo. Porque cuando me enfado sin motivo es que algo dentro de mi no está bien.",8408,5277,77,23080
301552756599088_1258149620939392,2017-01-27 02:00:00+01,"Si eres feliz, abrazas. Si eres infeliz, compras - La Mente es Maravillosa",https://lamenteesmaravillosa.com/feliz-abrazas-infeliz-compras/,A veces los vacíos interiores nos llevan a convertir las compras en un mecanismo de evasión. Pero esto solo trae dichas superfluas y pasajeras.,6391,5014,110,20466
301552756599088_1258860784201609,2017-01-27 14:30:00+01,Cuando el estrés se transforma en enfermedad - La Mente es Maravillosa,https://lamenteesmaravillosa.com/cuando-estres-se-transforma-enfermedad/,El estrés que se mantiene de manera prolongada afecta seriamente a nuestra salud. Cuando estamos estresados sube el cortisol y puede causarnos enfermedades.,1034,878,27,6246
301552756599088_1258862577534763,2017-01-27 16:30:32+01,Hay puertas que es mejor cerrar para siempre - La Mente es Maravillosa,https://lamenteesmaravillosa.com/hay-puertas-que-es-mejor-cerrar-para-siempre/,Hay relaciones que nos llevan a crear un lazo de dependencia emocional. Cerrar su puerta es la mejor opción para lograr el bienestar.,2942,1791,30,12535
301552756599088_1258922347528786,2017-01-27 18:30:01+01,Los 5 estratos que edifican el reino de la tristeza,https://lamenteesmaravillosa.com/los-5-estratos-la-tristeza/,"A veces nos encontramos envueltos por una indefinible tristeza, en silencio, con la frente pegada al cristal de una ventana y con el alma en el bolsillo.",966,639,13,8093
301552756599088_1258865187534502,2017-01-27 20:30:00+01,En una batalla emocional tú eliges la emoción que gana - La Mente es Maravillosa,https://lamenteesmaravillosa.com/una-batalla-emocional-eliges-la-emocion-gana/,"La batalla emocional es una lucha que está dentro de todos nosotros. En la mayoría de las situaciones de nuestra vida, tenemos el poder de elegir que sentir",2040,1340,10,7184
301552756599088_1259319637489057,2017-01-27 21:58:59+01,Diferencias entre las personas interesadas y las personas interesantes - La Mente es Maravillosa,https://lamenteesmaravillosa.com/diferencias-personas-interesadas-personas-interesantes/,"Las personas interesantes son aquellas a las que encuentras buscando en su baúl recuerdos que mostrarte. Son las que te brindan conocimientos, experiencias.",4034,2908,24,14544
301552756599088_1258859650868389,2017-01-27 23:59:00+01,Ser madre es tener el corazón fuera del cuerpo - La Mente es Maravillosa,https://lamenteesmaravillosa.com/madre-corazon-del-cuerpo/,"Ser madre es descubrir fortalezas que no sabías que tenías, es comprender que tu corazón se ha hecho más grande, y con él, tu inmensa capacidad de amar.",8170,5305,90,12810
301552756599088_1258866557534365,2017-01-28 02:00:00+01,El esfuerzo cubre de valor a los sueños - La Mente es Maravillosa,https://lamenteesmaravillosa.com/el-esfuerzo-cubre-de-valor-los-suenos/,"El esfuerzo siempre valdrá la pena, pues sin él no sabríamos darle el valor que se merece a todos esos sueños que perseguimos y con los que crecemos.",1660,1043,16,4156
301552756599088_1259829237438097,2017-01-28 14:30:00+01,¿Disfrutas tus vacaciones y tu tiempo libre? - La Mente es Maravillosa,https://lamenteesmaravillosa.com/disfrutas-tus-vacaciones-tiempo-libre/,Un nuevo estudio ofrece sabios consejos para aprender a disfrutar de las vacaciones y no dejar que se conviertan en un desastre total,281,101,5,1372
301552756599088_1259832380771116,2017-01-28 16:32:15+01,¿Cómo afecta el bullying a los niños que lo sufren? - La Mente es Maravillosa,https://lamenteesmaravillosa.com/afecta-bullying-los-ninos-lo-sufren/,"Se habla mucho del bullying y del problema que supone, pero es necesario conocer las consecuencias psicológicas para las víctimas... ¡Te invito a hacerlo!",489,516,13,3363
301552756599088_1259834350770919,2017-01-28 18:30:00+01,Deja de hacerle caso a tu diablillo interior - La Mente es Maravillosa,https://lamenteesmaravillosa.com/deja-de-hacerle-caso-a-tu-diablillo-interior/,"Esa voz negativa, ese criticón que no para de darnos la lata. El diablillo interior se apodera de nosotros y guía nuestra vida hasta saboteárnosla. Dejar de prestarle atención es el primer paso para que termine callándose.",768,400,9,6414
301552756599088_1259835030770851,2017-01-28 20:30:00+01,La alianza terapéutica: el vínculo sanador - La Mente es Maravillosa,https://lamenteesmaravillosa.com/la-alianza-terapeutica-vinculo-sanador/,La alianza terapéutica es el vínculo de confianza que se establece entre el paciente y el psicólogo. Este vínculo es esencial para que la terapia funcione.,345,129,7,1903
301552756599088_1260259700728384,2017-01-28 21:44:00+01,"En mi vida quiero personas que sumen, no que resten - La Mente es Maravillosa",http://lamenteesmaravillosa.com/vida-quiero-personas-sumen-no-resten/,"Tu corazón es hermoso así, no permitas que las personas resten o dividan tu vida. Ama tu interior y mejórate cada día, pero no consientas perder tu esencia.",4495,3064,27,8038
301552756599088_1254479824639705,2017-01-28 23:59:00+01,Los 4 dones de las personas altamente sensibles (PAS),https://lamenteesmaravillosa.com/los-4-dones-de-las-personas-altamente-sensibles-pas/,"Sentir la vida, las emociones, de un modo diferente, más intenso ¿Significa sufrir más? En absoluto, las personas altamente sensibles cuentan con 4 dones.",6598,6094,140,55967
301552756599088_1259836087437412,2017-01-29 02:00:00+01,El lastre del auto-sabotaje - La Mente es Maravillosa,https://lamenteesmaravillosa.com/lastre-del-auto-sabotaje/,"El auto-sabotaje es una conducta inconsciente, que nos lleva a poner obstáculos para lograr lo que deseamos o a angustiarnos, si lo logramos.",967,610,3,5918
301552756599088_1260737997347221,2017-01-29 14:30:00+01,¿Conoces el trastorno límite de la personalidad? - La Mente es Maravillosa,https://lamenteesmaravillosa.com/conoces-el-trastorno-limite-de-la-personalidad/,En el trastorno límite de personalidad existen unos rasgos muy prototípicos de las personas que lo sufren. Descúbrelos en este artículo.,1291,1171,46,21576
301552756599088_1260738590680495,2017-01-29 16:30:00+01,7 pasos para ser feliz según los hindúes - La Mente es Maravillosa,https://lamenteesmaravillosa.com/7-pasos-feliz-segun-los-hindues/,Cuenta una leyenda hindú que para ser feliz se deben completar 7 pasos. Al realizar ese proceso se construyen bases firmes para una felicidad real.,10240,10991,114,92872
301552756599088_1260741320680222,2017-01-29 18:30:00+01,¿Qué es el amor?,https://lamenteesmaravillosa.com/que-es-el-amor/,¿Qué es el amor? Algo nos han contado. Pero... nadie debería decirte a quién o cómo amar. Llego el momento de escribir tu propia historia,1215,888,14,10591
301552756599088_1260739384013749,2017-01-29 20:30:02+01,3 estrategias para alargar la alegría por un reto conseguido - La Mente es Maravillosa,https://lamenteesmaravillosa.com/3-estrategias-para-alargar-la-alegria-por-un-reto-conseguido/,Si quieres algo muy demandado y con muy poca oferta no te queda más remedio que competir con otras personas y asumirlo como un reto.,274,105,0,2218
301552756599088_1261235977297423,2017-01-29 22:12:46+01,La grandeza de las personas está en los pequeños detalles,http://lamenteesmaravillosa.com/la-grandeza-de-personas-esta-en-los-pequenos-detalles/,La grandeza de las personas no se mide por el dinero o por su belleza. Se mide por sus pequeños detalles como la lealtad y la humildad de su alma.,13390,9573,103,26911
301552756599088_1254484781305876,2017-01-29 23:59:00+01,Es más fácil criar niños fuertes que reparar adultos rotos - La Mente es Maravillosa,https://lamenteesmaravillosa.com/mas-facil-criar-ninos-fuertes-reparar-adultos-rotos/,"Solo criando niños fuertes, evitaremos tener que reparar adultos rotos por la soledad, la desconfianza y el desamor hacia sí mismos y hacia la sociedad.",10184,9696,60,21634
301552756599088_1260744594013228,2017-01-30 02:00:00+01,¿Como vemos los psicólogos a nuestros pacientes? - La Mente es Maravillosa,https://lamenteesmaravillosa.com/vemos-los-psicologos-pacientes/,"Aunque la sociedad siga tildándolos de locos,para los psicólogos nuestros pacientes son unos valientes con un gran sentido de responsabilidad consigo mismos",2855,1362,57,13087
301552756599088_1261777730576581,2017-01-30 14:30:00+01,¿Dónde queda el móvil y dónde tu vida social? - La Mente es Maravillosa,https://lamenteesmaravillosa.com/donde-queda-el-movil-vida-social/,"El móvil, usado con sentido común, puede ser muy útil, pero llevado al extremo, podrá perjudicar en demasía a nuestra misma vida social",351,249,10,1701
301552756599088_1261778707243150,2017-01-30 16:30:01+01,El éxito solo está a un paso del error - La Mente es Maravillosa,https://lamenteesmaravillosa.com/exito-solo-esta-paso-del-error/,"Rectificar es de sabios, y fracasar puede que también. ¿Quién no ha cometido algún error en su vida? Puede que los errores sean la antesala para el éxito.",925,503,12,3021
301552756599088_1262033423884345,2017-01-30 18:30:01+01,"Cuando las prioridades están claras, las decisiones son más fáciles",https://lamenteesmaravillosa.com/prioridades-claras-decisiones-faciles/,"Cuando uno tiene claras cuáles son sus prioridades, las decisiones que se tomen serán mucho más fáciles. Es como apartar las ramas para ver la luz.",6306,4109,42,15797
301552756599088_1262089020545452,2017-01-30 20:30:00+01,Un diario emocional y de gratitud para ser más feliz,https://lamenteesmaravillosa.com/diario-gratitud-mas-feliz/,"Un diario emocional es una técnica estupenda para conseguir mejor bienestar psicoemocional. Un diario de gratitud es gratificante, y nos hace más felices.",684,301,7,3787
301552756599088_1262247893862898,2017-01-30 22:26:25+01,"Si alimentamos a los niños de amor, los miedos morirán de hambre - La Mente es Maravillosa",http://lamenteesmaravillosa.com/alimentamos-los-ninos-amor-los-miedos-moriran-hambre/,La educación emocional de los niños es fundamental.  Esto lo conseguiremos abonando su crecimiento con la calidez del amor y de la incondicionalidad.,7788,9053,46,13548
301552756599088_1262087953878892,2017-01-30 23:59:00+01,"El corazón no envejece, es la piel la que se arruga - La Mente es Maravillosa",https://lamenteesmaravillosa.com/corazon-no-envejece-la-piel-la-se-arruga/,"Los años arrugan la piel, pero solo el abandono del entusiasmo arruga el alma. El pesar, la duda, la propia desconfianza, el miedo a la desesperación, son los años que encorvan el corazón y conducen el espíritu floreciente a las sombras.",4065,2448,24,6200
301552756599088_1262090397211981,2017-01-31 02:00:00+01,La ambición envenena cuando tapa el valor de lo que ya se tiene - La Mente es Maravillosa,https://lamenteesmaravillosa.com/la-ambicion-envenena-cuando-se-tapa-el-valor-de-lo-que-ya-se-tiene/,"La ambición envenena cuando buscamos lo que ya poseemos, aquello que tenemos, pero que no hemos sabido valorar de la manera correcta.",812,394,8,2854
301552756599088_1262787357142285,2017-01-31 14:30:00+01,¿Cómo podemos mejorar la comunicación en la pareja? - La Mente es Maravillosa,https://lamenteesmaravillosa.com/podemos-mejorar-la-comunicacion-la-pareja/,"Es altamente importante mejorar la comunicación dentro de la pareja, para así evitar conflictos innecesarios... ¡Descubre cómo hacerlo!",772,430,8,8204
301552756599088_1262789227142098,2017-01-31 16:30:00+01,"Sincronicidad, la curiosa ciencia de las casualidades - La Mente es Maravillosa",https://lamenteesmaravillosa.com/sincronicidad-ciencia-casualidades/,"La sincronicidad es un campo de estudio que investiga el mundo de las casualidades y las causalidades, así como la búsqueda de patrones. ¿Quieres conocerlo?",1860,1241,43,20263
301552756599088_1262790250475329,2017-01-31 18:30:00+01,"Tanja Askani, la mujer que ""habla"" el lenguaje de los lobos",https://lamenteesmaravillosa.com/tanja-askani-la-mujer-habla-lenguaje-los-lobos/,"Para Tanja Askani la naturaleza es sagrada, a instantes salvaje, dura y voraz, pero siempre acogedora y dispuesta a enseñarle los valores más nobles.",586,170,10,2211
301552756599088_1263013163786371,2017-01-31 20:30:00+01,Nadie tiene derecho a juzgarme por cómo me siento - La Mente es Maravillosa,https://lamenteesmaravillosa.com/nadie-tiene-derecho-a-juzgarme-por-como-me-siento/,"Nuestro mundo emocional es muy sensible a condiciones particulares. Nadie tiene derecho a juzgar cómo nos sentimos, ni siquiera nosotros mismos.",3836,1750,28,9914
301552756599088_1263018863785801,2017-01-31 23:59:01+01,12 maneras de fomentar la autoestima infantil - La Mente es Maravillosa,https://lamenteesmaravillosa.com/12-maneras-de-fomentar-el-autoestima-infantil/,"Queremos niños que se quieran y confíen en sí mismos y en su potencial. Para ello, te proporcionamos las claves para fomentar la autoestima infantil.",11646,25831,167,80446
301552756599088_1263250390429315,2017-02-01 03:00:00+01,Cuando no esperas nada... todo llega,http://lamenteesmaravillosa.com/cuando-no-esperas-nada-todo-llega/,"En ocasiones, somos nosotros mismos los artífices de esos muros que nos impiden ser felices. Debemos estar abiertos de mente y corazón: al final todo llega.",19648,13200,172,56588
301552756599088_1263936750360679,2017-02-01 18:30:01+01,"Para volar alto la vida no te quita cosas, te libera de ellas",https://lamenteesmaravillosa.com/volar-alto-vida-no-quita-cosas-libera/,"Para volar alto y alcanzar una felicidad real y significativa, la vida nos irá desprendiendo de ciertas cosas. No es algo traumático, es una necesidad.",3561,2049,19,8884
301552756599088_1264066510347703,2017-02-01 23:59:00+01,Eres una persona tan completa que no mereces que te quieran a medias,https://lamenteesmaravillosa.com/eres-una-persona-tan-completa-que-no-mereces-que-te-quieran-a-medias/,"Cuando las medias tintas, el “ahora sí, ahora no” o el “quizás mañana me interesa” se instauran en nuestras relaciones, mal panorama.",9798,5283,103,28440
301552756599088_1265089023578785,2017-02-02 18:30:00+01,La importancia de adelgazar el ego para alimentar el alma,https://lamenteesmaravillosa.com/adelgaza-ego-alimentar-alma/,"En el territorio del ego solo crece la soberbia, la mirada que entiende el mundo partiendo de su propio obligo y que siembra el mundo de infelicidad.",2061,1492,21,7335
301552756599088_1265142970240057,2017-02-02 23:59:00+01,Me gusta la gente que considera familia a sus mascotas - La Mente es Maravillosa,https://lamenteesmaravillosa.com/me-gusta-la-gente-considera-familia-mascotas/,"Me gusta la gente que descubre el amor sincero que le ofrece un perro, o el modo en que un gato alivia sus soledades. Más que mascotas, son familia.",8186,3465,146,9563
301552756599088_1263065843781103,2017-02-04 23:59:00+01,Me gusta la gente que ofrece luz aunque el día esté nublado - La Mente es Maravillosa,https://lamenteesmaravillosa.com/me-gusta-la-gente-ofrece-luz-aunque-dia-este-nublado/,"Hay personas que están junto a nosotros para ofrecernos luz. Son esas vidrieras donde reluce la honestidad, la lealtad y ese apoyo que vence mareas.",11656,7368,91,18831
301552756599088_1267158926705128,2017-02-05 02:00:00+01,"Por muy difícil que sea un niño, jamás dejes de hablarle bonito - La Mente es Maravillosa",https://lamenteesmaravillosa.com/dificil-sea-nino-jamas-dejes-hablarle-bonito/,"Nunca te canses de hablarle bonito a un niño. Pues esas palabras, aparentemente insignificantas, tendrán su importancia el día de mañana.",11671,9238,114,19779
301552756599088_1267756803312007,2017-02-05 14:30:01+01,¿Has levantado muros en tu relación con los demás? - La Mente es Maravillosa,https://lamenteesmaravillosa.com/levantado-muros-relacion-los-demas/,"A veces, levantamos muros en nuestras relaciones para protegernos porque tenemos miedo de volver a sufrir...",495,286,7,5158
301552756599088_1267781889976165,2017-02-05 16:30:02+01,El método KiVa: una estrategia para acabar con el bullying - La Mente es Maravillosa,https://lamenteesmaravillosa.com/metodo-kiva-una-estrategia-acabar-bullying/,"El método KIVa es una estrategia diseñada en Finlandia para enfrentar el matoneo escolar. Su éxito ha sido abrumador, como lo indican las evidencias.",3447,3551,44,15306
301552756599088_1268590209895333,2017-02-06 14:30:00+01,Psicópatas: un viaje más allá del retrato que hacen las películas,https://lamenteesmaravillosa.com/psicopatas-es-posible-la-reinsercion/,"Hemos oído hablar de famosos psicópatas, ¿qué hay de cierto en esto? ¿es posible su reinserción en la sociedad? A continuación, hallaremos las respuestas...",307,162,8,5279
301552756599088_1268593666561654,2017-02-06 18:30:00+01,"Muévete y el camino, aparecerá",https://lamenteesmaravillosa.com/muevete-camino-aparecera/,"Muévete y el camino, aparecerá. Puede que no lo haga hoy, ni tampoco mañana, pero en cada paso dado con firmeza la mente se aclara y todo surge.",8186,5612,53,20381
301552756599088_1268951079859246,2017-02-06 22:07:56+01,"A veces no es el amor lo que se termina, sino la paciencia - La Mente es Maravillosa",http://lamenteesmaravillosa.com/veces-no-amor-lo-se-termina-sino-la-paciencia/,"Tener paciencia no es lo mismo que ser pasivos ante los egoísmos o las carencias. El amor puede ser ciego, pero la paciencia debe tener un límite.",7975,4467,77,23216
301552756599088_1269653623122325,2017-02-07 18:30:01+01,Deja ganar a quien juegue a perderte,https://lamenteesmaravillosa.com/deja-ganar-quien-juegue-perderte/,"Quien juega a buscarte solo cuando te necesita regalándote a cambio un amor con sabor a egoísmos, deja que gane. Al final también tú ganarás: en dignidad.",5279,2765,58,22049
301552756599088_1269980866422934,2017-02-07 23:59:02+01,Échame a los lobos y lideraré la manada - La Mente es Maravillosa,https://lamenteesmaravillosa.com/echame-los-lobos-liderare-la-manada/,"Échame a los lobos y lideraré la manada, no menosprecies mi valía. Porque aunque aparente fragilidad, la vida me ha enseñado a no perder más batallas.",10367,7209,80,25480
