fb_internal_id,fb_published_date,fb_title,fb_link,fb_description,likes,shares,comments,consumptions
301552756599088_1235851883169166,2017-01-01 14:30:01+01,Y después de la ruptura ¿qué? - La Mente es Maravillosa,https://lamenteesmaravillosa.com/y-despues-de-la-ruptura-que/,"Tras la ruptura de pareja, nos toca pasar un duelo casi inevitable. Tenemos que aceptar ese dolor, para saber, que después, vendrá nuestro renacimiento y saldremos más fortalecidos.",1910,997,56,24309
301552756599088_1235852383169116,2017-01-01 16:30:01+01,El duelo en la infancia: un proceso que necesita comprensión,https://lamenteesmaravillosa.com/el-duelo-en-la-infancia-un-proceso-que-necesita-comprension/,En Duelo Infantil se muestra cómo acompañar a los niños en la propia elaboración del duelo ante un hecho tan real e inevitable como la muerte.,966,624,15,6152
301552756599088_1235853136502374,2017-01-01 18:30:00+01,"La bondad, si no se acompaña de acción, no sirve de nada",https://lamenteesmaravillosa.com/bondad-acompana-de-accion/,"La bondad es el auténtico símbolo de superioridad en el ser humano, sin embargo, si no va acompañada de acción no sirve de nada.",4405,2561,36,8274
301552756599088_1235854013168953,2017-01-01 20:30:00+01,"No hay blanco sin negro, no hay luz sin oscuridad - La Mente es Maravillosa",https://lamenteesmaravillosa.com/no-hay-blanco-sin-negro-no-hay-luz-sin-oscuridad/,"No hay blanco sin negro, no hay placer sin dolor. Tendemos a escoger lo que nos hace sentir mejor. Esto lo valoramos porque conocemos su polo opuesto.",2126,994,14,4450
301552756599088_1235858146501873,2017-01-01 21:59:01+01,Mi mayor tesoro es mi familia - La Mente Es Maravillosa,https://lamenteesmaravillosa.com/mi-mayor-tesoro-es-mi-familia/,"Nosotros somos reales, cometemos errores, pedimos perdón, nos peleamos, damos oportunidades, hacemos ruido, tenemos paciencia y nos queremos. Ellos son mi hogar, un rincón inmenso al que sé que siempre puedo acudir.",10659,8142,119,21393
301552756599088_1236256273128727,2017-01-02 00:01:01+01,Venganza: ojo por ojo y el mundo acabará ciego - La Mente es Maravillosa,https://lamenteesmaravillosa.com/venganza-ojo-por-ojo-y-el-mundo-acabara-ciego/,"La venganza es como el fuego, quema todo lo que toca. Apagarla con compasión es el primer paso para que de las cenizas resurja algo nuevo.",826,387,20,5465
301552756599088_1236308626456825,2017-01-02 01:55:00+01,"En este nuevo año, que salga lo malo y entre lo bueno - La Mente es Maravillosa",https://lamenteesmaravillosa.com/en-este-nuevo-ano-que-salga-lo-malo-y-entre-lo-bueno/,"Capítulo 2017. Página número 1. Un nuevo año comienza, lo que supone una excusa perfecta para favorecer la entrada de lo bueno y...",5152,3021,25,14345
301552756599088_1236637213090633,2017-01-02 14:30:00+01,"Compartiendo el delirio, el trastorno ""Folie a deux"" - La Mente es Maravillosa",https://lamenteesmaravillosa.com/compartiendo-delirio-trastorno-folie-deux-sin-terminar/,"Debido a diferentes problemas de salud mental a lo largo su vida, madre e hija se habían encerrado en una relación absorbente, sin amigos ni contactos con el exterior. Aisladas en la casa de la abuela, se habían alejado de la realidad y de las personas de su entorno, del cual sentían desconfianza po...",137,69,2,3418
301552756599088_1236638886423799,2017-01-02 16:30:00+01,¿Sabes qué son los estados alterados de conciencia? - La Mente es Maravillosa,https://lamenteesmaravillosa.com/sabes-que-son-los-estado-alterados-de-conciencia/,¿Qué sucede cuándo una persona se encuentra en coma o en estado vegetativo? En este artículo te explicamos aspectos de los estados alterados de conciencia.,278,173,2,5968
301552756599088_1236635496424138,2017-01-02 18:30:00+01,"Hazlo, y si van a criticarte de todos modos, actúa con más ímpetu",https://lamenteesmaravillosa.com/hazlo-van-criticarte-actua-impetu/,"Hazlo, y si van a criticarte de todos modos, hazlo igualmente. No vale la pena esconderte en tus agujeros, amargarte en tus inseguridades.",5518,3091,40,10484
301552756599088_1236639079757113,2017-01-02 20:30:00+01,"Hiperpaternidad, una nuevo estilo que destroza infancias",https://lamenteesmaravillosa.com/hiperpaternidad-un-nuevo-estilo-educativo/,"la hiperpaternidad: nuevo modelo educativo que engloba un estilo educativo basado en la superprotección, exceso de atención y halagos a los hijos",1593,1926,41,17664
301552756599088_1237015579719463,2017-01-02 22:00:00+01,Estoy en una etapa de la vida en la que no necesito impresionar a nadie,http://lamenteesmaravillosa.com/estoy-en-una-etapa-de-la-vida-en-la-que-no-necesito-impresionar-a-nadie/,"No necesito disfraces, no necesito engañar ni fingir. No necesito hacer reír o hacer creer que nunca lloro. No necesito impresionar a nadie.",14142,8186,112,37481
301552756599088_1237023793051975,2017-01-02 23:59:00+01,La mujer en el amor después de los 40 - La Mente Es Maravillosa,https://lamenteesmaravillosa.com/la-mujer-en-el-amor-despues-de-los-40/,"No es fácil madurar en el amor, pero una vez que lo logras nace un gran amor por ti misma que se basa en la dignidad y en el respeto. Estos valores, a partir de cierta edad y ciertas vivencias, suelen articular el resto de cariños de los que nutrimos a nuestro corazón...",7983,6273,86,32695
301552756599088_1237021936385494,2017-01-03 02:00:00+01,El dolor de los sin nombre - La Mente es Maravillosa,https://lamenteesmaravillosa.com/dolor-los-sin-nombre/,El dolor de los sin nombre. De quellos que poseen la letra escarlata del diagnóstico en salud mental que los condena a una existencia llena de incomprensión,456,251,18,4813
301552756599088_1237487253005629,2017-01-03 14:30:00+01,El acoso laboral: una realidad silenciada - La Mente es Maravillosa,https://lamenteesmaravillosa.com/acoso-laboral-una-realidad-silenciada/,"El acoso laboral es un problema sumamente relevante, a veces silenciado y permitido por las organizaciones, hecho que debe cambiar dado lo que conlleva.",1465,1449,60,11307
301552756599088_1237488183005536,2017-01-03 16:30:00+01,El papel de los padres frente al ciberbullying,https://lamenteesmaravillosa.com/carta-de-un-adulto-victima-de-ciberbullying-parte-ii/,El desarrollo de un apego seguro en la familia y los programas educativos sobre el ciberbullying en las escuela son dos factores preventivos fundamentales.,220,135,3,1368
301552756599088_1237489609672060,2017-01-03 20:30:01+01,Cuando amar con distancia es una elección - La Mente es Maravillosa,https://lamenteesmaravillosa.com/cuando-amar-distancia-una-eleccion/,"En el amor con distancia, los miembros de la pareja se quieren pero no quieren compartir espacio, prefieren vivir separados.",847,365,15,7891
301552756599088_1237766579644363,2017-01-03 22:00:00+01,"Psicoestimulantes, la medicina para niños molestos - La Mente es Maravillosa",https://lamenteesmaravillosa.com/psicoestimulantes-la-medicina-ninos-molestos/,"La relación entre los llamados ""niños molestos"" y los psicoestimulantes es tristemente habitual, por lo que debemos desarrollar reflexionar sobre esto.",2294,1783,33,9412
301552756599088_1237727216314966,2017-01-03 23:59:00+01,"Al verdadero amor no se le conoce por lo que exige, sino por lo que ofrece - La Mente es Maravillosa",https://lamenteesmaravillosa.com/al-verdadero-amor-no-se-le-conoce-lo-exige-sino-lo-ofrece/,"Durante toda mi vida he entendido el amor como una especie de esclavitud consentida. Pero esto no es así: la libertad sólo existe cuando existe el amor. Quien se entrega totalmente, quien se siente libre, ama al máximo...",4294,2112,36,12819
301552756599088_1237715022982852,2017-01-04 02:00:00+01,Tener carácter no es tener mal genio o ser agresivo - La Mente es Maravillosa,https://lamenteesmaravillosa.com/caracter-no-mal-genio-agresivo/,tener carácter no es tener mal genio o ser agresivo,6068,3859,69,16837
301552756599088_1238277749593246,2017-01-04 14:30:00+01,Algunos trucos para cuando la motivación falla - La Mente es Maravillosa,https://lamenteesmaravillosa.com/trucos-cuando-la-motivacion-falla/,"Si no encuentras motivación o te cuesta saber hacia donde se dirigen tus pasos, tal vez estas claves te sirvan para redirigir el rumbo",1008,502,7,5787
301552756599088_1238278826259805,2017-01-04 16:30:00+01,Seguimos muchas programaciones que nunca hemos cuestionado,https://lamenteesmaravillosa.com/seguimos-muchas-programaciones-que-nunca-nos-cuestionamos/,Muchas de las acciones que realizamos a lo largo del día son programaciones que en el pasado asimilamos y que nunca hemos cuestionado,206,70,6,1573
301552756599088_1238279096259778,2017-01-04 18:30:00+01,Hasta el corazón más fuerte se cansa de ser maltratado - La Mente es Maravillosa,https://lamenteesmaravillosa.com/corazon-mas-fuerte-se-cansa-maltratado/,"Hasta la personalidad más fuerte se cansa de ser lastimada, boicoteada y manipulada. Porque el corazón fuerte no es un corazón frío ni aún menos inmune al mar querer y al cariño interesado. Todos tenemos límites; sin embargo, las personalidades acostumbradas a “resistir” son las que más sufren, las…",8414,5423,92,21895
301552756599088_1238522672902087,2017-01-04 20:30:00+01,La jubilación: ese paso muchas veces querido y a la vez temido,https://lamenteesmaravillosa.com/la-jubilacion-ese-paso-querido-y-temido/,"La jubilación nos llama a una reflexión sobre el paso del tiempo, de la que podemos salir reforzados o hundidos. En nuestra mano está la libertad de decidir.",301,165,21,2331
301552756599088_1238534432900911,2017-01-04 22:00:00+01,Admiro a la gente noble que no se cree más que nadie - La Mente es Maravillosa,https://lamenteesmaravillosa.com/admiro-la-gente-noble-no-se-cree-mas-nadie/,"La gente noble huye de la humildad falsa y afectada, del “yo lo hago todo mejor”, del orgullo narcisista y del egoísmo desmesurado.",6854,3364,32,10164
301552756599088_1238521362902218,2017-01-04 23:59:00+01,Me gustas porque haces de pequeños instantes grandes momentos - La Mente es Maravillosa,https://lamenteesmaravillosa.com/me-gustas-haces-pequenos-instantes-grandes-momentos/,"Me gustas porque tienes magia en los bolsillos y no necesitas trucos para hacerme reír, me gustas porque sé que lo mejor en la vida es encontrar personas que como tú, hacen de pequeños instantes grandes momentos.",2613,1250,26,7654
301552756599088_1239096902844664,2017-01-05 18:30:01+01,"Date tiempo para amar, ser, disfrutar, pensar, sentir...",https://lamenteesmaravillosa.com/date-tiempo-amar-disfrutar-pensar/,"El mejor momento de tu vida siempre es ahora. El ayer ya ocurrió y el futuro aún no existe, así que hazte el mejor regalo posible: tiempo presente.",5794,3882,38,11746
301552756599088_1239096426178045,2017-01-05 20:30:01+01,Me gusta la gente que deja marca y no necesita herir - La Mente es Maravillosa,https://lamenteesmaravillosa.com/me-gusta-la-gente-que-deja-marca-y-no-necesita-herir/,"Me gusta la gente que deja marca sin cicatriz, solo a través del amor, de la sinceridad, de la bondad y de la autenticidad.",7167,3995,46,10000
301552756599088_1239457789475242,2017-01-05 22:20:00+01,Me gustan las personas que sin pedir permiso tocan mi alma - La Mente es Maravillosa,http://lamenteesmaravillosa.com/me-gustan-las-personas-sin-pedir-permiso-tocan-alma/,"Me gustan las personas que sin saber cómo se hacen imprescindibles: porque nutren mi alma, alegran mi corazón y expanden mi mente. ",9294,5754,71,18154
301552756599088_1239094092844945,2017-01-05 23:59:00+01,No permitas que tus heridas te conviertan en alguien que no eres,https://lamenteesmaravillosa.com/no-permitas-que-tus-heridas-conviertan-en-alguien-que-no-eres/,El pasado es un viejo amigo al que tenemos que atender para sanar nuestras heridas y evitar incomodarnos o vivir continuamente en él.,5180,2831,42,13943
301552756599088_1239097339511287,2017-01-06 02:00:00+01,"Si quieres vivir, pon un pie delante de otro - La Mente es Maravillosa",https://lamenteesmaravillosa.com/si-quieres-vivir-pon-un-pie-delante-de-otro/,La acción en pro de nuestras metas es lo que le da sentido a nuestras vidas. Te explicamos cómo encontrar esa meta y cómo conseguirla,1527,619,5,4233
301552756599088_1239820579438963,2017-01-06 14:30:01+01,No permitas que nadie te diga que no puedes - La Mente es Maravillosa,https://lamenteesmaravillosa.com/no-permitas-nadie-te-diga-no-puedes/,Te proponemos una serie de técnicas de la empresaria Pilar Jericó para afrontar situaciones difíciles en que la gente te dice que no puedes,1987,883,8,2943
301552756599088_1239820996105588,2017-01-06 16:30:00+01,Un viaje al optimismo - La Mente es Maravillosa,https://lamenteesmaravillosa.com/viaje-al-optimismo/,"Para la gente frágil que no para de hacerse preguntas, el libro un viaje al optimismo, es un mensaje de que no hay duda de que el futuro será mejor.",751,300,3,3028
301552756599088_1239821372772217,2017-01-06 18:30:00+01,"El papá que cuida al bebé no ""ayuda"", ejerce la paternidad",https://lamenteesmaravillosa.com/papa-cuida-al-bebe-ejerce-paternidad/,"El padre que atiende el llanto del bebé y le enseña las primeras palabras, no está ""ayudando"" a la mamá, está ejerciendo la paternidad.",26511,34104,517,89137
301552756599088_1239950329425988,2017-01-06 20:30:00+01,Silenciar nuestras emociones envenena el alma - La Mente es Maravillosa,https://lamenteesmaravillosa.com/silenciar-nuestras-emociones-envenena-alma/,"Silenciar nuestras emociones no es una actitud que nos lleve hacia un final feliz, sino lleno de amargura, de problemas y de dolores sin consuelo.",2818,1783,36,8608
301552756599088_1240265369394484,2017-01-06 22:01:48+01,"﻿El amor no necesita ser perfecto, sino verdadero",http://lamenteesmaravillosa.com/﻿el-amor-no-necesita-ser-perfecto-sino-verdadero/,"El amor verdadero es aquel al que se le conoce por lo que ofrece y no por lo que exige. El que le saca una sonrisa al alma, el que no somete. ",7693,3976,64,16561
301552756599088_1240124716075216,2017-01-06 23:59:00+01,El destino no es cuestión de casualidad sino de elección - La Mente es Maravillosa,https://lamenteesmaravillosa.com/destino-no-cuestion-casualidad-sino-eleccion/,"Aprende que el destino no está escrito en las estrellas, el viento o la tierra. Nuestro porvenir solo puede ser plantado y recogido por nosotros mismos",3136,1603,28,7184
301552756599088_1240128079408213,2017-01-07 02:00:00+01,"Piénsalo, ¿vas a rendirte ahora? - La Mente es Maravillosa",https://lamenteesmaravillosa.com/piensalo-vas-rendirte-ahora/,Aunque hayas vuelto a caerte rendirte ahora no soluciona nada. Lucha si realmente es eso lo que sueñas porque solo los que no se rinden lo consiguen.,3276,1893,69,10653
301552756599088_1240694259351595,2017-01-07 14:30:00+01,¿Conoces las dos caras de la envidia?,https://lamenteesmaravillosa.com/las-dos-caras-de-la-envidia/,Hay dos razones que podrían justificar que la envidia haya sobrevivido como una de las motivaciones más poderosas. Te lo contamos en este artículo.,968,688,14,9815
301552756599088_1240691356018552,2017-01-07 16:31:00+01,Filosofía para la liberación - La Mente es Maravillosa,https://lamenteesmaravillosa.com/filosofia-para-la-liberacion/,"En los años 70, desde Sudamérica, surgió un movimiento conocido como filosofía para la liberación que planteaba cambiar las respuestas a muchas preguntas.",478,222,9,3638
301552756599088_1240691656018522,2017-01-07 18:31:40+01,"En esta vida me basta con poco para ser feliz, pero ese poco debe llenarme el alma",https://lamenteesmaravillosa.com/esta-vida-basta-poco-llenarme/,"Para ser felices, a veces, nos basta con muy poco. Ahora bien, ese poco no son las migajas que otros dejan para alimentar un amor interesado.",3664,1935,26,9284
301552756599088_1240690849351936,2017-01-07 20:30:32+01,Amar demasiado nos destruye - La Mente es Maravillosa,https://lamenteesmaravillosa.com/amar-demasiado-nos-destruye/,"Cuando hablamos de amar parece que “más” siempre es sinónimo de “mejor”, y creerse esta mentira es tomarse una píldora venenosa disfrazada de caramelo. Si analizamos los momentos vividos al lado de la persona que queremos y el sufrimiento gana por goleada es que algo no va bien, nos hemos convertido...",2861,1424,30,10017
301552756599088_1240692039351817,2017-01-07 22:00:01+01,La cercanía de la muerte nos vuelve valientes - La Mente es Maravillosa,https://lamenteesmaravillosa.com/la-cercania-la-muerte-nos-vuelve-valientes/,"La cercanía de la muerte nos vuelve valientes. Pues mientras esperamos que esta tarde en llegar, carecemos de la valentía que en su momento nos infundará.",1042,460,11,4120
301552756599088_1241108942643460,2017-01-07 23:56:56+01,7 ejercicios de relajación para liberarnos (por fin) de la ansiedad - La Mente es Maravillosa,https://lamenteesmaravillosa.com/7-ejercicios-relajacion-fin-liberarnos-la-ansiedad/,"Si piensas que no tienes tiempo para practicar un ejercicio de relajación diario, es precisamente el momento en el que necesitas comenzar a hacerlo.",3379,3539,46,29552
301552756599088_1241446535943034,2017-01-08 14:30:06+01,¿Por qué tenemos conductas de riesgo al volante? - La Mente es Maravillosa,https://lamenteesmaravillosa.com/tenemos-conductas-riesgo-al-volante/,"Las conductas de riesgo al volante se ven influidas por factores psicosociales que sepueden prevenir y modificar, por lo que debemos conocerlos.",203,84,2,1789
301552756599088_1241447279276293,2017-01-08 16:30:02+01,Las situaciones que atraemos son el reflejo de lo que necesitamos - La Mente es Maravillosa,https://lamenteesmaravillosa.com/las-situaciones-atraemos-reflejo-lo-necesitamos/,"A veces, atraemos personas que pulsan botones que no sabíamos que tuviéramos. Atraemos determinadas situaciones para liberar nuestra propia batalla interna.",1382,746,19,8937
301552756599088_1241448105942877,2017-01-08 18:30:02+01,"A ti, que conoces mi nombre pero no mi historia personal",https://lamenteesmaravillosa.com/conoces-mi-nombre-no-mi-historia/,"En este mundo de juicios rápidos no abundan las mentes pacientes, esas capaces de entender que tras un rostro hay una batalla, una historia.",4442,3045,37,11631
301552756599088_1241448959276125,2017-01-08 20:30:04+01,"Por miedo a perderte, te perdí",https://lamenteesmaravillosa.com/miedo-perderte-te-perdi/,"Muchas veces, solamente el miedo que sentimos a perder aquello que amamos o que necesitamos hace que, sin querer, destruyamos lo que anhelamos.",1304,605,13,10161
301552756599088_1241817812572573,2017-01-08 22:00:01+01,9 juegos de relajación para criar niños emocionalmente fuertes - La Mente es Maravillosa,https://lamenteesmaravillosa.com/9-juegos-relajacion-criar-ninos-emocionalmente-fuertes/,Es más fácil criar niños fuertes que reparar adultos rotos. En este artículo os acercamos 9 juegos de relajación para ellos.,16911,49390,306,132939
301552756599088_1241449349276086,2017-01-09 02:00:00+01,El arte de motivar a los demás - La Mente es Maravillosa,https://lamenteesmaravillosa.com/el-arte-de-motivar-a-los-demas/,"El arte de motivar no significa exigir, presionar o gritar. Tiene más que ver con escuchar, dejar espacio e intentar que el trabajo sea divertido.",2338,1500,17,10446
301552756599088_1242300525857635,2017-01-09 14:30:01+01,La congruencia con uno mismo es la mejor firma de honestidad,https://lamenteesmaravillosa.com/la-congruencia-con-uno-mismo-es-la-mejor-firma-de-honestidad/,"La congruencia, entre nuestros pensamientos y acciones, es la mejor firma de honestidad con la que podemos sellar nuestro caminar por la vida.",3611,2084,35,9223
301552756599088_1242409022513452,2017-01-09 18:30:00+01,"En el reino de la hipocresía, la sinceridad es la gran incomprendida",https://lamenteesmaravillosa.com/hipocresia-sinceridad-gran-incomprendida/,"En los territorios donde cabalga la mentira vestida de dulce hipocresía, la sinceridad es siempre la gran incomprendida, la que todos evitan.",9366,7544,123,22929
301552756599088_1242500569170964,2017-01-09 20:30:01+01,Hay personas en este mundo que están puestas para dar felicidad - La Mente es Maravillosa,https://lamenteesmaravillosa.com/personas-este-mundo-estan-puestas-dar-felicidad/,"Hay personas que te ponen la vida patas arriba, te dan felicidad y te tienden la mano si lo necesitas. Esas personas son los verdaderos amigos.",3125,1730,73,7774
301552756599088_1242586069162414,2017-01-09 21:56:46+01,La sangre nos hace parientes pero la lealtad nos convierte en familia,http://lamenteesmaravillosa.com/la-sangre-nos-hace-parientes-pero-la-lealtad-nos-convierte-en-familia/,"La sangre no siempre crea el vínculo en una familia, en ocasiones, encontramos la verdadera lealtad, amor y respeto fuera de este núcleo a veces tan dañino.",14754,11679,181,27639
301552756599088_1242520449168976,2017-01-09 23:59:00+01,"No soy fiel a ti, soy fiel a lo que siento por ti",https://lamenteesmaravillosa.com/no-soy-fiel-a-ti-soy-fiel-a-lo-que-siento-por-ti/,"Creemos que ser fiel a otra persona en el amor es comprometernos bajo el sacrificio de reprimir los deseos que podamos tener hacia otras personas. No consideramos que cuando existe realmente el amor, esta tendencia de querer estar con otra persona no se produce.",10354,4294,111,26581
301552756599088_1242507635836924,2017-01-10 02:00:00+01,Construye tus propios logros sin apropiarte de los ajenos - La Mente es Maravillosa,https://lamenteesmaravillosa.com/construye-tus-propios-logros-sin-apropiarte-los-ajenos/,construye tus propios logros,1210,525,14,2776
301552756599088_1243054775782210,2017-01-10 14:30:01+01,Mi estrategia para afrontar problemas me hizo más fuerte - La Mente es Maravillosa,https://lamenteesmaravillosa.com/estrategia-afrontar-problemas-mas-fuerte/,"Presentamos dos estrategias para afrontar problemas, el método del Problem solving estrateégico y la paradoja de la farola",950,588,4,8402
301552756599088_1243057795781908,2017-01-10 16:30:01+01,Según un estudio las cigüeñas traen a los bebés - La Mente es Maravillosa,https://lamenteesmaravillosa.com/segun-estudio-las-ciguenas-traen-los-bebes/,"Un estudio ha demostrado que el número cigüeñas correlaciona con la natalidad, pero eso no quiere decir que correlación implique causalidad.",205,62,5,2452
301552756599088_1243058362448518,2017-01-10 18:30:00+01,"En la oscuridad, siempre hay personas ""encendidas"" que nos guían",https://lamenteesmaravillosa.com/oscuridad-hay-personas-encendidas/,En épocas de oscuridad siempre hay personas "encendidas" que nos guían. Son como la luz del sol atravesando una vidriera para inspirarnos.,6000,3355,91,11391
301552756599088_1243253345762353,2017-01-10 20:30:00+01,Todos tenemos un refugio para resguardarnos de la tormenta,https://lamenteesmaravillosa.com/todos-tenemos-un-refugio-para-resguardarnos-de-la-tormenta/,"Cualquiera que quiera cuidar su mente necesita de un refugio en el que pueda y desee perderse, en el que a veces encerrarse y perder la llave.",1163,451,11,3216
301552756599088_1243283619092659,2017-01-10 22:00:01+01,El poder de un abrazo - La Mente es Maravillosa,https://lamenteesmaravillosa.com/el-poder-de-un-abrazo/,El acto de abrazar sana heridas y construye puentes de afecto. Porque un abrazo sincero es hablar desde el corazón al otro para protegerlo.,10527,7982,99,18541
301552756599088_1243320502422304,2017-01-11 00:00:00+01,"Me gustan las personas que dejan huella, no cicatrices",http://lamenteesmaravillosa.com/me-gustan-las-personas-que-dejan-huella-no-cicatrices/,"Hay personas que entran en tu vida y lo cambian todo, personas por las que vale la pena parar, respirar y valorar. Valorar lo que realmente importa.",5121,2381,34,7979
301552756599088_1243263782427976,2017-01-11 02:00:00+01,Aprendamos a vivir juntos enriqueciéndonos con nuestras diferencias - La Mente es Maravillosa,https://lamenteesmaravillosa.com/aprendamos-vivir-juntos-enriqueciendonos-nuestras-diferencias/,"Nuestra felicidad no es ajena a la felicidad de nuestro entorno, y por tanto se construye con el aporte de todos, incluso con las diferencias.",669,345,2,1891
301552756599088_1243760022378352,2017-01-11 14:30:00+01,Una educación sin flexibilidad produce adultos ansiosos - La Mente es Maravillosa,https://lamenteesmaravillosa.com/una-educacion-sin-flexibilidad-produce-adultos-ansiosos/,"Investigaciones recientes señalan que la educación excesivamente exigente, propicia que los niños presenten más cuadros de ansiedad en la edad adulta.",497,355,15,3400
301552756599088_1243760832378271,2017-01-11 16:30:00+01,La belleza del rostro femenino - La Mente es Maravillosa,https://lamenteesmaravillosa.com/belleza-del-rostro-femenino/,Un estudio descubre cuáles son las claves para observar la belleza del rostro femenino y qué factores pueden influir también en ello,274,88,1,3631
301552756599088_1243990872355267,2017-01-11 18:29:40+01,El día en que dejé caer mis complejos me sentí libre,https://lamenteesmaravillosa.com/deje-caer-complejos-senti-libre/,"Pocas sensaciones pueden ser más catárticas, satisfactorias y liberadoras como dejar ir nuestros complejos y decirnos ""me quiero tal y como soy"".",1271,629,5,3595
301552756599088_1243761792378175,2017-01-11 20:30:01+01,El rechazo es la herida emocional más profunda - La Mente es Maravillosa,https://lamenteesmaravillosa.com/rechazo-la-herida-emocional-mas-profunda/,La herida emocional del rechazo es tan profunda que la persona que la padece necesita un constante reconocimiento que posteriormente deniega.,2345,1550,24,17383
301552756599088_1243771335710554,2017-01-11 21:59:00+01,La mejor red social es una mesa con las personas que quiero - La Mente es Maravillosa,https://lamenteesmaravillosa.com/la-mejor-red-social-una-mesa-las-personas-quiero/,"La mejor red social la forman pocas personas, son las que llevo en mi corazón, las que reúno en mi mesa, haciendo de instantes sencillos, momentos maravillosos.",2117,809,10,3195
301552756599088_1244259052328449,2017-01-12 00:06:09+01,6 respuestas emocionalmente adecuadas que podemos darles a los niños - La Mente es Maravillosa,https://lamenteesmaravillosa.com/6-respuestas-emocionalmente-adecuadas-que-podemos-darles-a-los-ninos/,Nuestras palabras deben tener un tono adecuado y no constituir un ataque. Hablarles en un tono comprensivo es la base de los grandes aprendizajes.,1611,1078,15,6981
301552756599088_1244015942352760,2017-01-12 02:00:00+01,El tren de "ser feliz" no pasa por la estación de "ser el mejor",https://lamenteesmaravillosa.com/por-favor-intenta-ser-el-mejor/,El perfeccionismo es algo que impera en nuestra sociedad. Querer llegar a ser el mejor nos genera una autoestima dependiente de lo externo.,1490,674,6,3992
301552756599088_1244722068948814,2017-01-12 14:30:00+01,"Tus dudas, ¿normales u obsesivas? - La Mente es Maravillosa",https://lamenteesmaravillosa.com/tus-dudas-normales-u-obsesivas/,"Dudar es una capacidad normal del pensamiento que todos poseemos, pero es importante saber cuando se vuelve obsesiva y puede llegar a afectar nuestra vida diaria. Te explicamos la diferencia entre las dudas normales y las obsesivas.",211,91,1,2528
301552756599088_1244722608948760,2017-01-12 16:30:00+01,La sincronía nos ayuda a hacer un mundo mejor - La Mente es Maravillosa,https://lamenteesmaravillosa.com/la-sincronia-mundo-mejor/,"Las acciones que se realizan en sincronía conducen a niveles más altos de prosocialidad, aumentando la cooperación con los demás.",258,95,2,1290
301552756599088_1244747818946239,2017-01-12 18:30:00+01,"Las cosas se aceptan, se dejan o se cambian",https://lamenteesmaravillosa.com/cosas-aceptan-dejan-cambian/,"Debemos entender que las cosas, se aceptan, se dejan o se cambian. Toda resistencia es un palo en el camino, una negación de la verdad.",2466,1473,17,8543
301552756599088_1244723102282044,2017-01-12 20:30:00+01,"Ningún tortazo es a tiempo para educar, el cariño lo es siempre",https://lamenteesmaravillosa.com/ningun-tortazo-tiempo/,"Los cachetes, tortazos, gritos o golpes solo son pruebas de la falta de conocimiento o actitud de los padres para educar de otra forma.",2450,1813,122,10994
301552756599088_1245002435587444,2017-01-12 22:16:14+01,No me pidas lo que no eres capaz de dar - La Mente es Maravillosa,https://lamenteesmaravillosa.com/no-me-pidas-lo-no-capaz-dar/,Lo mejor es que no pidas aquello que no puedes corresponder. Para recibir es necesario dar.,5018,2641,17,10085
301552756599088_1245271185560569,2017-01-12 23:59:01+01,La magia de ser mujer después de los 40,http://lamenteesmaravillosa.com/la-magia-ser-mujer-despues-de-los-40/,"La mujer de más de 40 ha dado un importante paso en la búsqueda del amor, ahora se ama a sí misma mucho más de lo que hacía una década.",7354,5956,97,32198
301552756599088_1244764148944606,2017-01-13 02:00:00+01,"El aislamiento social, un mal que crece - La Mente es Maravillosa",https://lamenteesmaravillosa.com/aislamiento-social-mal-crece/,"Cada vez son más las personas que están o se sienten solas. Ahora han surgido iniciativas para remediar el aislamiento social, que cada vez crece más.",741,396,20,4315
301552756599088_1245675328853488,2017-01-13 14:30:00+01,El lóbulo frontal: el gran gestor de nuestra personalidad - La Mente es Maravillosa,https://lamenteesmaravillosa.com/lobulo-frontal-gran-gestor-nuestra-personalidad/,La lesión de la corteza prefrontal causada por un accidente o cirugía puede transformar la personalidad que nos caracterizaba antes.,733,444,7,5472
301552756599088_1245679145519773,2017-01-13 16:30:00+01,La historia del lobo calumniado y al que nadie escuchó,https://lamenteesmaravillosa.com/la-historia-del-lobo-calumniado/,Todos conocemos la versión de Caperucita pero ¿cuántos de nosotros nos hemos molestado en conocer lo que el lobo opinaba sobre aquello que se decía de él?,2191,1788,45,11659
301552756599088_1245715688849452,2017-01-13 18:30:00+01,"No todo lo que viene, conviene",https://lamenteesmaravillosa.com/no-todo-lo-que-viene-conviene/,"No todo lo que nos envuelve es significativo, ni todo lo que viene conviene. Aplicar en el día a día adecuados filtros emocionales es algo vital.",1914,1058,16,8019
301552756599088_1245716168849404,2017-01-13 20:30:00+01,Emociones tras la maternidad - La Mente es Maravillosa,https://lamenteesmaravillosa.com/emociones-tras-la-maternidad/,La maternidad trae consigo muchas emociones diferentes y no todas positivas. Nadie ha de sentirse culpable si las primeras semanas no está pletórica pues es normal sentirse un poco confusa tras el cambio tan radical que supone.,840,349,22,3463
